idn,type,src,dst,period,error,cktElement,cktTerminal,cktPhase,cktProperty
0012106,smartmeter,12106,1,100,0.0001667,Load.12106.1,BUS1,PHASE_1,None
0012107,smartmeter,12107,1,100,0.0001667,Load.12107.1,BUS1,PHASE_1,None
0012108,smartmeter,12108,1,100,0.0001667,Load.12108.2,BUS1,PHASE_2,None
0012109,smartmeter,12109,1,100,0.0001667,Load.12109.1,BUS1,PHASE_1,None
0012110,smartmeter,12110,1,100,0.0001667,Load.12110.1,BUS1,PHASE_1,None
0013056,smartmeter,13056,1,100,0.0001667,Load.13056.1,BUS1,PHASE_1,None
0013057,smartmeter,13057,1,100,0.0001667,Load.13057.2,BUS1,PHASE_2,None
0013058,smartmeter,13058,1,100,0.0001667,Load.13058.1,BUS1,PHASE_1,None
0013059,smartmeter,13059,1,100,0.0001667,Load.13059.1,BUS1,PHASE_1,None
0013060,smartmeter,13060,1,100,0.0001667,Load.13060.1,BUS1,PHASE_1,None
0013061,smartmeter,13061,1,100,0.0001667,Load.13061.2,BUS1,PHASE_2,None
0013062,smartmeter,13062,1,100,0.0001667,Load.13062.2,BUS1,PHASE_2,None
0013063,smartmeter,13063,1,100,0.0001667,Load.13063.3,BUS1,PHASE_3,None
0013064,smartmeter,13064,1,100,0.0001667,Load.13064.1,BUS1,PHASE_1,None
0013065,smartmeter,13065,1,100,0.0001667,Load.13065.2,BUS1,PHASE_2,None
0013066,smartmeter,13066,1,100,0.0001667,Load.13066.2,BUS1,PHASE_2,None
0013067,smartmeter,13067,1,100,0.0001667,Load.13067.3,BUS1,PHASE_3,None
0013068,smartmeter,13068,1,100,0.0001667,Load.13068.2,BUS1,PHASE_2,None
0013069,smartmeter,13069,1,100,0.0001667,Load.13069.1,BUS1,PHASE_1,None
0013070,smartmeter,13070,1,100,0.0001667,Load.13070.2,BUS1,PHASE_2,None
0013071,smartmeter,13071,1,100,0.0001667,Load.13071.3,BUS1,PHASE_3,None
0013072,smartmeter,13072,1,100,0.0001667,Load.13072.3,BUS1,PHASE_3,None
0013073,smartmeter,13073,1,100,0.0001667,Load.13073.3,BUS1,PHASE_3,None
0013074,smartmeter,13074,1,100,0.0001667,Load.13074.3,BUS1,PHASE_3,None
0013075,smartmeter,13075,1,100,0.0001667,Load.13075.1,BUS1,PHASE_1,None
0013076,smartmeter,13076,1,100,0.0001667,Load.13076.1,BUS1,PHASE_1,None
0013077,smartmeter,13077,1,100,0.0001667,Load.13077.1,BUS1,PHASE_1,None
0013078,smartmeter,13078,1,100,0.0001667,Load.13078.2,BUS1,PHASE_2,None
0013079,smartmeter,13079,1,100,0.0001667,Load.13079.3,BUS1,PHASE_3,None
0013080,smartmeter,13080,1,100,0.0001667,Load.13080.1,BUS1,PHASE_1,None
0013081,smartmeter,13081,1,100,0.0001667,Load.13081.2,BUS1,PHASE_2,None
0013082,smartmeter,13082,1,100,0.0001667,Load.13082.3,BUS1,PHASE_3,None
0013083,smartmeter,13083,1,100,0.0001667,Load.13083.3,BUS1,PHASE_3,None
0013084,smartmeter,13084,1,100,0.0001667,Load.13084.1,BUS1,PHASE_1,None
0013085,smartmeter,13085,1,100,0.0001667,Load.13085.1,BUS1,PHASE_1,None
0013086,smartmeter,13086,1,100,0.0001667,Load.13086.1,BUS1,PHASE_1,None
0013087,smartmeter,13087,1,100,0.0001667,Load.13087.3,BUS1,PHASE_3,None
0013088,smartmeter,13088,1,100,0.0001667,Load.13088.3,BUS1,PHASE_3,None
0013089,smartmeter,13089,1,100,0.0001667,Load.13089.1,BUS1,PHASE_1,None
0013090,smartmeter,13090,1,100,0.0001667,Load.13090.2,BUS1,PHASE_2,None
0013091,smartmeter,13091,1,100,0.0001667,Load.13091.2,BUS1,PHASE_2,None
0013092,smartmeter,13092,1,100,0.0001667,Load.13092.2,BUS1,PHASE_2,None
0013093,smartmeter,13093,1,100,0.0001667,Load.13093.2,BUS1,PHASE_2,None
0013094,smartmeter,13094,1,100,0.0001667,Load.13094.3,BUS1,PHASE_3,None
0013095,smartmeter,13095,1,100,0.0001667,Load.13095.2,BUS1,PHASE_2,None
0013096,smartmeter,13096,1,100,0.0001667,Load.13096.2,BUS1,PHASE_2,None
0013097,smartmeter,13097,1,100,0.0001667,Load.13097.3,BUS1,PHASE_3,None
0013098,smartmeter,13098,1,100,0.0001667,Load.13098.3,BUS1,PHASE_3,None
0013099,smartmeter,13099,1,100,0.0001667,Load.13099.2,BUS1,PHASE_2,None
0013100,smartmeter,13100,1,100,0.0001667,Load.13100.2,BUS1,PHASE_2,None
0013101,smartmeter,13101,1,100,0.0001667,Load.13101.1,BUS1,PHASE_1,None
0013102,smartmeter,13102,1,100,0.0001667,Load.13102.3,BUS1,PHASE_3,None
0013103,smartmeter,13103,1,100,0.0001667,Load.13103.1,BUS1,PHASE_1,None
0013104,smartmeter,13104,1,100,0.0001667,Load.13104.1,BUS1,PHASE_1,None
0013105,smartmeter,13105,1,100,0.0001667,Load.13105.2,BUS1,PHASE_2,None
0013106,smartmeter,13106,1,100,0.0001667,Load.13106.1,BUS1,PHASE_1,None
0013107,smartmeter,13107,1,100,0.0001667,Load.13107.1,BUS1,PHASE_1,None
0013108,smartmeter,13108,1,100,0.0001667,Load.13108.2,BUS1,PHASE_2,None
0013109,smartmeter,13109,1,100,0.0001667,Load.13109.1,BUS1,PHASE_1,None
0013110,smartmeter,13110,1,100,0.0001667,Load.13110.1,BUS1,PHASE_1,None
0014056,smartmeter,14056,1,100,0.0001667,Load.14056.1,BUS1,PHASE_1,None
0014057,smartmeter,14057,1,100,0.0001667,Load.14057.2,BUS1,PHASE_2,None
0014058,smartmeter,14058,1,100,0.0001667,Load.14058.1,BUS1,PHASE_1,None
0014059,smartmeter,14059,1,100,0.0001667,Load.14059.1,BUS1,PHASE_1,None
0014060,smartmeter,14060,1,100,0.0001667,Load.14060.1,BUS1,PHASE_1,None
0014061,smartmeter,14061,1,100,0.0001667,Load.14061.2,BUS1,PHASE_2,None
0014062,smartmeter,14062,1,100,0.0001667,Load.14062.2,BUS1,PHASE_2,None
0014063,smartmeter,14063,1,100,0.0001667,Load.14063.3,BUS1,PHASE_3,None
0014064,smartmeter,14064,1,100,0.0001667,Load.14064.1,BUS1,PHASE_1,None
0014065,smartmeter,14065,1,100,0.0001667,Load.14065.2,BUS1,PHASE_2,None
0014066,smartmeter,14066,1,100,0.0001667,Load.14066.2,BUS1,PHASE_2,None
0014067,smartmeter,14067,1,100,0.0001667,Load.14067.3,BUS1,PHASE_3,None
0014068,smartmeter,14068,1,100,0.0001667,Load.14068.2,BUS1,PHASE_2,None
0014069,smartmeter,14069,1,100,0.0001667,Load.14069.1,BUS1,PHASE_1,None
0014070,smartmeter,14070,1,100,0.0001667,Load.14070.2,BUS1,PHASE_2,None
0014071,smartmeter,14071,1,100,0.0001667,Load.14071.3,BUS1,PHASE_3,None
0014072,smartmeter,14072,1,100,0.0001667,Load.14072.3,BUS1,PHASE_3,None
0014073,smartmeter,14073,1,100,0.0001667,Load.14073.3,BUS1,PHASE_3,None
0014074,smartmeter,14074,1,100,0.0001667,Load.14074.3,BUS1,PHASE_3,None
0014075,smartmeter,14075,1,100,0.0001667,Load.14075.1,BUS1,PHASE_1,None
0014076,smartmeter,14076,1,100,0.0001667,Load.14076.1,BUS1,PHASE_1,None
0014077,smartmeter,14077,1,100,0.0001667,Load.14077.1,BUS1,PHASE_1,None
0014078,smartmeter,14078,1,100,0.0001667,Load.14078.2,BUS1,PHASE_2,None
0014079,smartmeter,14079,1,100,0.0001667,Load.14079.3,BUS1,PHASE_3,None
0014080,smartmeter,14080,1,100,0.0001667,Load.14080.1,BUS1,PHASE_1,None
0014081,smartmeter,14081,1,100,0.0001667,Load.14081.2,BUS1,PHASE_2,None
0014082,smartmeter,14082,1,100,0.0001667,Load.14082.3,BUS1,PHASE_3,None
0014083,smartmeter,14083,1,100,0.0001667,Load.14083.3,BUS1,PHASE_3,None
0014084,smartmeter,14084,1,100,0.0001667,Load.14084.1,BUS1,PHASE_1,None
0014085,smartmeter,14085,1,100,0.0001667,Load.14085.1,BUS1,PHASE_1,None
0014086,smartmeter,14086,1,100,0.0001667,Load.14086.1,BUS1,PHASE_1,None
0014087,smartmeter,14087,1,100,0.0001667,Load.14087.3,BUS1,PHASE_3,None
0014088,smartmeter,14088,1,100,0.0001667,Load.14088.3,BUS1,PHASE_3,None
0014089,smartmeter,14089,1,100,0.0001667,Load.14089.1,BUS1,PHASE_1,None
0014090,smartmeter,14090,1,100,0.0001667,Load.14090.2,BUS1,PHASE_2,None
0014091,smartmeter,14091,1,100,0.0001667,Load.14091.2,BUS1,PHASE_2,None
0014092,smartmeter,14092,1,100,0.0001667,Load.14092.2,BUS1,PHASE_2,None
0014093,smartmeter,14093,1,100,0.0001667,Load.14093.2,BUS1,PHASE_2,None
0014094,smartmeter,14094,1,100,0.0001667,Load.14094.3,BUS1,PHASE_3,None
0014095,smartmeter,14095,1,100,0.0001667,Load.14095.2,BUS1,PHASE_2,None
0014096,smartmeter,14096,1,100,0.0001667,Load.14096.2,BUS1,PHASE_2,None
0014097,smartmeter,14097,1,100,0.0001667,Load.14097.3,BUS1,PHASE_3,None
0014098,smartmeter,14098,1,100,0.0001667,Load.14098.3,BUS1,PHASE_3,None
0014099,smartmeter,14099,1,100,0.0001667,Load.14099.2,BUS1,PHASE_2,None
0014100,smartmeter,14100,1,100,0.0001667,Load.14100.2,BUS1,PHASE_2,None
0014101,smartmeter,14101,1,100,0.0001667,Load.14101.1,BUS1,PHASE_1,None
0014102,smartmeter,14102,1,100,0.0001667,Load.14102.3,BUS1,PHASE_3,None
0014103,smartmeter,14103,1,100,0.0001667,Load.14103.1,BUS1,PHASE_1,None
0014104,smartmeter,14104,1,100,0.0001667,Load.14104.1,BUS1,PHASE_1,None
0014105,smartmeter,14105,1,100,0.0001667,Load.14105.2,BUS1,PHASE_2,None
0014106,smartmeter,14106,1,100,0.0001667,Load.14106.1,BUS1,PHASE_1,None
0014107,smartmeter,14107,1,100,0.0001667,Load.14107.1,BUS1,PHASE_1,None
0014108,smartmeter,14108,1,100,0.0001667,Load.14108.2,BUS1,PHASE_2,None
0014109,smartmeter,14109,1,100,0.0001667,Load.14109.1,BUS1,PHASE_1,None
0014110,smartmeter,14110,1,100,0.0001667,Load.14110.1,BUS1,PHASE_1,None
0015056,smartmeter,15056,1,100,0.0001667,Load.15056.1,BUS1,PHASE_1,None
0015057,smartmeter,15057,1,100,0.0001667,Load.15057.2,BUS1,PHASE_2,None
0015058,smartmeter,15058,1,100,0.0001667,Load.15058.1,BUS1,PHASE_1,None
0015059,smartmeter,15059,1,100,0.0001667,Load.15059.1,BUS1,PHASE_1,None
0015060,smartmeter,15060,1,100,0.0001667,Load.15060.1,BUS1,PHASE_1,None
0015061,smartmeter,15061,1,100,0.0001667,Load.15061.2,BUS1,PHASE_2,None
0015062,smartmeter,15062,1,100,0.0001667,Load.15062.2,BUS1,PHASE_2,None
0015063,smartmeter,15063,1,100,0.0001667,Load.15063.3,BUS1,PHASE_3,None
0015064,smartmeter,15064,1,100,0.0001667,Load.15064.1,BUS1,PHASE_1,None
0015065,smartmeter,15065,1,100,0.0001667,Load.15065.2,BUS1,PHASE_2,None
0015066,smartmeter,15066,1,100,0.0001667,Load.15066.2,BUS1,PHASE_2,None
0015067,smartmeter,15067,1,100,0.0001667,Load.15067.3,BUS1,PHASE_3,None
0015068,smartmeter,15068,1,100,0.0001667,Load.15068.2,BUS1,PHASE_2,None
0015069,smartmeter,15069,1,100,0.0001667,Load.15069.1,BUS1,PHASE_1,None
0015070,smartmeter,15070,1,100,0.0001667,Load.15070.2,BUS1,PHASE_2,None
0015071,smartmeter,15071,1,100,0.0001667,Load.15071.3,BUS1,PHASE_3,None
0015072,smartmeter,15072,1,100,0.0001667,Load.15072.3,BUS1,PHASE_3,None
0015073,smartmeter,15073,1,100,0.0001667,Load.15073.3,BUS1,PHASE_3,None
0015074,smartmeter,15074,1,100,0.0001667,Load.15074.3,BUS1,PHASE_3,None
0015075,smartmeter,15075,1,100,0.0001667,Load.15075.1,BUS1,PHASE_1,None
0015076,smartmeter,15076,1,100,0.0001667,Load.15076.1,BUS1,PHASE_1,None
0015077,smartmeter,15077,1,100,0.0001667,Load.15077.1,BUS1,PHASE_1,None
0015078,smartmeter,15078,1,100,0.0001667,Load.15078.2,BUS1,PHASE_2,None
0015079,smartmeter,15079,1,100,0.0001667,Load.15079.3,BUS1,PHASE_3,None
0015080,smartmeter,15080,1,100,0.0001667,Load.15080.1,BUS1,PHASE_1,None
0015081,smartmeter,15081,1,100,0.0001667,Load.15081.2,BUS1,PHASE_2,None
0015082,smartmeter,15082,1,100,0.0001667,Load.15082.3,BUS1,PHASE_3,None
0015083,smartmeter,15083,1,100,0.0001667,Load.15083.3,BUS1,PHASE_3,None
0015084,smartmeter,15084,1,100,0.0001667,Load.15084.1,BUS1,PHASE_1,None
0015085,smartmeter,15085,1,100,0.0001667,Load.15085.1,BUS1,PHASE_1,None
0015086,smartmeter,15086,1,100,0.0001667,Load.15086.1,BUS1,PHASE_1,None
0015087,smartmeter,15087,1,100,0.0001667,Load.15087.3,BUS1,PHASE_3,None
0015088,smartmeter,15088,1,100,0.0001667,Load.15088.3,BUS1,PHASE_3,None
0015089,smartmeter,15089,1,100,0.0001667,Load.15089.1,BUS1,PHASE_1,None
0015090,smartmeter,15090,1,100,0.0001667,Load.15090.2,BUS1,PHASE_2,None
0015091,smartmeter,15091,1,100,0.0001667,Load.15091.2,BUS1,PHASE_2,None
0015092,smartmeter,15092,1,100,0.0001667,Load.15092.2,BUS1,PHASE_2,None
0015093,smartmeter,15093,1,100,0.0001667,Load.15093.2,BUS1,PHASE_2,None
0015094,smartmeter,15094,1,100,0.0001667,Load.15094.3,BUS1,PHASE_3,None
0015095,smartmeter,15095,1,100,0.0001667,Load.15095.2,BUS1,PHASE_2,None
0015096,smartmeter,15096,1,100,0.0001667,Load.15096.2,BUS1,PHASE_2,None
0015097,smartmeter,15097,1,100,0.0001667,Load.15097.3,BUS1,PHASE_3,None
0015098,smartmeter,15098,1,100,0.0001667,Load.15098.3,BUS1,PHASE_3,None
0015099,smartmeter,15099,1,100,0.0001667,Load.15099.2,BUS1,PHASE_2,None
0015100,smartmeter,15100,1,100,0.0001667,Load.15100.2,BUS1,PHASE_2,None
0015101,smartmeter,15101,1,100,0.0001667,Load.15101.1,BUS1,PHASE_1,None
0015102,smartmeter,15102,1,100,0.0001667,Load.15102.3,BUS1,PHASE_3,None
0015103,smartmeter,15103,1,100,0.0001667,Load.15103.1,BUS1,PHASE_1,None
0015104,smartmeter,15104,1,100,0.0001667,Load.15104.1,BUS1,PHASE_1,None
0015105,smartmeter,15105,1,100,0.0001667,Load.15105.2,BUS1,PHASE_2,None
0015106,smartmeter,15106,1,100,0.0001667,Load.15106.1,BUS1,PHASE_1,None
0015107,smartmeter,15107,1,100,0.0001667,Load.15107.1,BUS1,PHASE_1,None
0015108,smartmeter,15108,1,100,0.0001667,Load.15108.2,BUS1,PHASE_2,None
0015109,smartmeter,15109,1,100,0.0001667,Load.15109.1,BUS1,PHASE_1,None
0015110,smartmeter,15110,1,100,0.0001667,Load.15110.1,BUS1,PHASE_1,None
0016056,smartmeter,16056,1,100,0.0001667,Load.16056.1,BUS1,PHASE_1,None
0016057,smartmeter,16057,1,100,0.0001667,Load.16057.2,BUS1,PHASE_2,None
0016058,smartmeter,16058,1,100,0.0001667,Load.16058.1,BUS1,PHASE_1,None
0016059,smartmeter,16059,1,100,0.0001667,Load.16059.1,BUS1,PHASE_1,None
0016060,smartmeter,16060,1,100,0.0001667,Load.16060.1,BUS1,PHASE_1,None
0016061,smartmeter,16061,1,100,0.0001667,Load.16061.2,BUS1,PHASE_2,None
0016062,smartmeter,16062,1,100,0.0001667,Load.16062.2,BUS1,PHASE_2,None
0016063,smartmeter,16063,1,100,0.0001667,Load.16063.3,BUS1,PHASE_3,None
0016064,smartmeter,16064,1,100,0.0001667,Load.16064.1,BUS1,PHASE_1,None
0016065,smartmeter,16065,1,100,0.0001667,Load.16065.2,BUS1,PHASE_2,None
0016066,smartmeter,16066,1,100,0.0001667,Load.16066.2,BUS1,PHASE_2,None
0016067,smartmeter,16067,1,100,0.0001667,Load.16067.3,BUS1,PHASE_3,None
0016068,smartmeter,16068,1,100,0.0001667,Load.16068.2,BUS1,PHASE_2,None
0016069,smartmeter,16069,1,100,0.0001667,Load.16069.1,BUS1,PHASE_1,None
0016070,smartmeter,16070,1,100,0.0001667,Load.16070.2,BUS1,PHASE_2,None
0016071,smartmeter,16071,1,100,0.0001667,Load.16071.3,BUS1,PHASE_3,None
0016072,smartmeter,16072,1,100,0.0001667,Load.16072.3,BUS1,PHASE_3,None
0016073,smartmeter,16073,1,100,0.0001667,Load.16073.3,BUS1,PHASE_3,None
0016074,smartmeter,16074,1,100,0.0001667,Load.16074.3,BUS1,PHASE_3,None
0016075,smartmeter,16075,1,100,0.0001667,Load.16075.1,BUS1,PHASE_1,None
0016076,smartmeter,16076,1,100,0.0001667,Load.16076.1,BUS1,PHASE_1,None
0016077,smartmeter,16077,1,100,0.0001667,Load.16077.1,BUS1,PHASE_1,None
0016078,smartmeter,16078,1,100,0.0001667,Load.16078.2,BUS1,PHASE_2,None
0016079,smartmeter,16079,1,100,0.0001667,Load.16079.3,BUS1,PHASE_3,None
0016080,smartmeter,16080,1,100,0.0001667,Load.16080.1,BUS1,PHASE_1,None
0016081,smartmeter,16081,1,100,0.0001667,Load.16081.2,BUS1,PHASE_2,None
0016082,smartmeter,16082,1,100,0.0001667,Load.16082.3,BUS1,PHASE_3,None
0016083,smartmeter,16083,1,100,0.0001667,Load.16083.3,BUS1,PHASE_3,None
0016084,smartmeter,16084,1,100,0.0001667,Load.16084.1,BUS1,PHASE_1,None
0016085,smartmeter,16085,1,100,0.0001667,Load.16085.1,BUS1,PHASE_1,None
0016086,smartmeter,16086,1,100,0.0001667,Load.16086.1,BUS1,PHASE_1,None
0016087,smartmeter,16087,1,100,0.0001667,Load.16087.3,BUS1,PHASE_3,None
0016088,smartmeter,16088,1,100,0.0001667,Load.16088.3,BUS1,PHASE_3,None
0016089,smartmeter,16089,1,100,0.0001667,Load.16089.1,BUS1,PHASE_1,None
0016090,smartmeter,16090,1,100,0.0001667,Load.16090.2,BUS1,PHASE_2,None
0016091,smartmeter,16091,1,100,0.0001667,Load.16091.2,BUS1,PHASE_2,None
0016092,smartmeter,16092,1,100,0.0001667,Load.16092.2,BUS1,PHASE_2,None
0016093,smartmeter,16093,1,100,0.0001667,Load.16093.2,BUS1,PHASE_2,None
0016094,smartmeter,16094,1,100,0.0001667,Load.16094.3,BUS1,PHASE_3,None
0016095,smartmeter,16095,1,100,0.0001667,Load.16095.2,BUS1,PHASE_2,None
0016096,smartmeter,16096,1,100,0.0001667,Load.16096.2,BUS1,PHASE_2,None
0016097,smartmeter,16097,1,100,0.0001667,Load.16097.3,BUS1,PHASE_3,None
0016098,smartmeter,16098,1,100,0.0001667,Load.16098.3,BUS1,PHASE_3,None
0016099,smartmeter,16099,1,100,0.0001667,Load.16099.2,BUS1,PHASE_2,None
0016100,smartmeter,16100,1,100,0.0001667,Load.16100.2,BUS1,PHASE_2,None
0016101,smartmeter,16101,1,100,0.0001667,Load.16101.1,BUS1,PHASE_1,None
0016102,smartmeter,16102,1,100,0.0001667,Load.16102.3,BUS1,PHASE_3,None
0016103,smartmeter,16103,1,100,0.0001667,Load.16103.1,BUS1,PHASE_1,None
0016104,smartmeter,16104,1,100,0.0001667,Load.16104.1,BUS1,PHASE_1,None
0016105,smartmeter,16105,1,100,0.0001667,Load.16105.2,BUS1,PHASE_2,None
0016106,smartmeter,16106,1,100,0.0001667,Load.16106.1,BUS1,PHASE_1,None
0016107,smartmeter,16107,1,100,0.0001667,Load.16107.1,BUS1,PHASE_1,None
0016108,smartmeter,16108,1,100,0.0001667,Load.16108.2,BUS1,PHASE_2,None
0016109,smartmeter,16109,1,100,0.0001667,Load.16109.1,BUS1,PHASE_1,None
0016110,smartmeter,16110,1,100,0.0001667,Load.16110.1,BUS1,PHASE_1,None
0017056,smartmeter,17056,1,100,0.0001667,Load.17056.1,BUS1,PHASE_1,None
0017057,smartmeter,17057,1,100,0.0001667,Load.17057.2,BUS1,PHASE_2,None
0017058,smartmeter,17058,1,100,0.0001667,Load.17058.1,BUS1,PHASE_1,None
0017059,smartmeter,17059,1,100,0.0001667,Load.17059.1,BUS1,PHASE_1,None
0017060,smartmeter,17060,1,100,0.0001667,Load.17060.1,BUS1,PHASE_1,None
0017061,smartmeter,17061,1,100,0.0001667,Load.17061.2,BUS1,PHASE_2,None
0017062,smartmeter,17062,1,100,0.0001667,Load.17062.2,BUS1,PHASE_2,None
0017063,smartmeter,17063,1,100,0.0001667,Load.17063.3,BUS1,PHASE_3,None
0017064,smartmeter,17064,1,100,0.0001667,Load.17064.1,BUS1,PHASE_1,None
0017065,smartmeter,17065,1,100,0.0001667,Load.17065.2,BUS1,PHASE_2,None
0017066,smartmeter,17066,1,100,0.0001667,Load.17066.2,BUS1,PHASE_2,None
0017067,smartmeter,17067,1,100,0.0001667,Load.17067.3,BUS1,PHASE_3,None
0017068,smartmeter,17068,1,100,0.0001667,Load.17068.2,BUS1,PHASE_2,None
0017069,smartmeter,17069,1,100,0.0001667,Load.17069.1,BUS1,PHASE_1,None
0017070,smartmeter,17070,1,100,0.0001667,Load.17070.2,BUS1,PHASE_2,None
0017071,smartmeter,17071,1,100,0.0001667,Load.17071.3,BUS1,PHASE_3,None
0017072,smartmeter,17072,1,100,0.0001667,Load.17072.3,BUS1,PHASE_3,None
0017073,smartmeter,17073,1,100,0.0001667,Load.17073.3,BUS1,PHASE_3,None
0017074,smartmeter,17074,1,100,0.0001667,Load.17074.3,BUS1,PHASE_3,None
0017075,smartmeter,17075,1,100,0.0001667,Load.17075.1,BUS1,PHASE_1,None
0017076,smartmeter,17076,1,100,0.0001667,Load.17076.1,BUS1,PHASE_1,None
0017077,smartmeter,17077,1,100,0.0001667,Load.17077.1,BUS1,PHASE_1,None
0017078,smartmeter,17078,1,100,0.0001667,Load.17078.2,BUS1,PHASE_2,None
0017079,smartmeter,17079,1,100,0.0001667,Load.17079.3,BUS1,PHASE_3,None
0017080,smartmeter,17080,1,100,0.0001667,Load.17080.1,BUS1,PHASE_1,None
0017081,smartmeter,17081,1,100,0.0001667,Load.17081.2,BUS1,PHASE_2,None
0017082,smartmeter,17082,1,100,0.0001667,Load.17082.3,BUS1,PHASE_3,None
0017083,smartmeter,17083,1,100,0.0001667,Load.17083.3,BUS1,PHASE_3,None
0017084,smartmeter,17084,1,100,0.0001667,Load.17084.1,BUS1,PHASE_1,None
0017085,smartmeter,17085,1,100,0.0001667,Load.17085.1,BUS1,PHASE_1,None
0017086,smartmeter,17086,1,100,0.0001667,Load.17086.1,BUS1,PHASE_1,None
0017087,smartmeter,17087,1,100,0.0001667,Load.17087.3,BUS1,PHASE_3,None
0017088,smartmeter,17088,1,100,0.0001667,Load.17088.3,BUS1,PHASE_3,None
0017089,smartmeter,17089,1,100,0.0001667,Load.17089.1,BUS1,PHASE_1,None
0017090,smartmeter,17090,1,100,0.0001667,Load.17090.2,BUS1,PHASE_2,None
0017091,smartmeter,17091,1,100,0.0001667,Load.17091.2,BUS1,PHASE_2,None
0017092,smartmeter,17092,1,100,0.0001667,Load.17092.2,BUS1,PHASE_2,None
0017093,smartmeter,17093,1,100,0.0001667,Load.17093.2,BUS1,PHASE_2,None
0017094,smartmeter,17094,1,100,0.0001667,Load.17094.3,BUS1,PHASE_3,None
0017095,smartmeter,17095,1,100,0.0001667,Load.17095.2,BUS1,PHASE_2,None
0017096,smartmeter,17096,1,100,0.0001667,Load.17096.2,BUS1,PHASE_2,None
0017097,smartmeter,17097,1,100,0.0001667,Load.17097.3,BUS1,PHASE_3,None
0017098,smartmeter,17098,1,100,0.0001667,Load.17098.3,BUS1,PHASE_3,None
0017099,smartmeter,17099,1,100,0.0001667,Load.17099.2,BUS1,PHASE_2,None
0017100,smartmeter,17100,1,100,0.0001667,Load.17100.2,BUS1,PHASE_2,None
0017101,smartmeter,17101,1,100,0.0001667,Load.17101.1,BUS1,PHASE_1,None
0017102,smartmeter,17102,1,100,0.0001667,Load.17102.3,BUS1,PHASE_3,None
0017103,smartmeter,17103,1,100,0.0001667,Load.17103.1,BUS1,PHASE_1,None
0017104,smartmeter,17104,1,100,0.0001667,Load.17104.1,BUS1,PHASE_1,None
0017105,smartmeter,17105,1,100,0.0001667,Load.17105.2,BUS1,PHASE_2,None
0017106,smartmeter,17106,1,100,0.0001667,Load.17106.1,BUS1,PHASE_1,None
0017107,smartmeter,17107,1,100,0.0001667,Load.17107.1,BUS1,PHASE_1,None
0017108,smartmeter,17108,1,100,0.0001667,Load.17108.2,BUS1,PHASE_2,None
0017109,smartmeter,17109,1,100,0.0001667,Load.17109.1,BUS1,PHASE_1,None
0017110,smartmeter,17110,1,100,0.0001667,Load.17110.1,BUS1,PHASE_1,None
0018056,smartmeter,18056,1,100,0.0001667,Load.18056.1,BUS1,PHASE_1,None
0018057,smartmeter,18057,1,100,0.0001667,Load.18057.2,BUS1,PHASE_2,None
0018058,smartmeter,18058,1,100,0.0001667,Load.18058.1,BUS1,PHASE_1,None
0018059,smartmeter,18059,1,100,0.0001667,Load.18059.1,BUS1,PHASE_1,None
0018060,smartmeter,18060,1,100,0.0001667,Load.18060.1,BUS1,PHASE_1,None
0018061,smartmeter,18061,1,100,0.0001667,Load.18061.2,BUS1,PHASE_2,None
0018062,smartmeter,18062,1,100,0.0001667,Load.18062.2,BUS1,PHASE_2,None
0018063,smartmeter,18063,1,100,0.0001667,Load.18063.3,BUS1,PHASE_3,None
0018064,smartmeter,18064,1,100,0.0001667,Load.18064.1,BUS1,PHASE_1,None
0018065,smartmeter,18065,1,100,0.0001667,Load.18065.2,BUS1,PHASE_2,None
0018066,smartmeter,18066,1,100,0.0001667,Load.18066.2,BUS1,PHASE_2,None
0018067,smartmeter,18067,1,100,0.0001667,Load.18067.3,BUS1,PHASE_3,None
0018068,smartmeter,18068,1,100,0.0001667,Load.18068.2,BUS1,PHASE_2,None
0018069,smartmeter,18069,1,100,0.0001667,Load.18069.1,BUS1,PHASE_1,None
0018070,smartmeter,18070,1,100,0.0001667,Load.18070.2,BUS1,PHASE_2,None
0018071,smartmeter,18071,1,100,0.0001667,Load.18071.3,BUS1,PHASE_3,None
0018072,smartmeter,18072,1,100,0.0001667,Load.18072.3,BUS1,PHASE_3,None
0018073,smartmeter,18073,1,100,0.0001667,Load.18073.3,BUS1,PHASE_3,None
0018074,smartmeter,18074,1,100,0.0001667,Load.18074.3,BUS1,PHASE_3,None
0018075,smartmeter,18075,1,100,0.0001667,Load.18075.1,BUS1,PHASE_1,None
0018076,smartmeter,18076,1,100,0.0001667,Load.18076.1,BUS1,PHASE_1,None
0018077,smartmeter,18077,1,100,0.0001667,Load.18077.1,BUS1,PHASE_1,None
0018078,smartmeter,18078,1,100,0.0001667,Load.18078.2,BUS1,PHASE_2,None
0018079,smartmeter,18079,1,100,0.0001667,Load.18079.3,BUS1,PHASE_3,None
0018080,smartmeter,18080,1,100,0.0001667,Load.18080.1,BUS1,PHASE_1,None
0018081,smartmeter,18081,1,100,0.0001667,Load.18081.2,BUS1,PHASE_2,None
0018082,smartmeter,18082,1,100,0.0001667,Load.18082.3,BUS1,PHASE_3,None
0018083,smartmeter,18083,1,100,0.0001667,Load.18083.3,BUS1,PHASE_3,None
0018084,smartmeter,18084,1,100,0.0001667,Load.18084.1,BUS1,PHASE_1,None
0018085,smartmeter,18085,1,100,0.0001667,Load.18085.1,BUS1,PHASE_1,None
